ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
5907,1952,Master,33444.0,1,1,2012-11-03,24,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,Spain
793,1973,Graduation,20895.0,1,0,2012-10-06,24,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,Australia
8832,1976,Master,37509.0,1,0,2012-09-12,24,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,Germany
2535,1978,Master,88097.0,1,0,2012-08-18,24,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,0,Spain
1523,1973,Graduation,59041.0,1,1,2014-05-07,25,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,Saudi Arabia
1839,1974,Graduation,43322.0,0,0,2014-04-21,25,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,0,0,India
9972,1955,PhD,46015.0,1,1,2014-04-13,25,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,Saudi Arabia
2945,1955,PhD,46015.0,1,1,2014-04-13,25,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,Canada
9291,1959,Master,34242.0,0,1,2014-03-23,25,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,Spain
2829,1955,Graduation,65210.0,0,1,2014-03-10,25,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,Canada
8594,1958,PhD,50520.0,0,1,2014-01-28,25,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,Spain
1592,1970,Graduation,90765.0,0,0,2014-01-24,25,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,Canada
4310,1944,Graduation,80589.0,0,0,2014-01-22,25,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,1,0,Australia
6950,1958,Master,49572.0,1,1,2013-12-15,25,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,Canada
8492,1978,Graduation,75437.0,0,0,2013-11-09,25,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,Spain
5684,1971,Master,44635.0,1,1,2013-10-11,25,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,Spain
5909,1964,Graduation,58512.0,0,1,2013-09-19,25,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,Germany
9855,1952,PhD,62000.0,0,1,2013-08-25,25,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,Spain
975,1956,Graduation,54252.0,1,1,2013-05-28,25,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,Australia
8754,1974,PhD,45068.0,0,1,2013-05-16,25,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,Spain
1456,1979,Graduation,60474.0,0,1,2013-04-01,25,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,India
2849,1979,Graduation,60474.0,0,1,2013-04-01,25,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,Canada
9984,1981,2n Cycle,56337.0,1,1,2013-03-27,25,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,0,Spain
5527,1987,Graduation,22434.0,1,0,2013-02-13,25,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,Spain
5628,1982,Graduation,61416.0,0,0,2013-02-08,25,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,USA
7627,1975,Master,92163.0,0,0,2012-12-12,25,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,Spain
1351,1956,Master,58656.0,0,1,2012-09-20,25,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,Spain
10629,1973,2n Cycle,0.0,1,0,2012-09-14,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,Germany
10395,1986,Basic,8940.0,1,0,2012-08-22,25,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,Spain
6961,1974,Graduation,26751.0,2,0,2014-05-22,26,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,Spain
10196,1978,Graduation,71427.0,2,0,2014-03-12,26,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,USA
6182,1984,Graduation,26646.0,1,0,2014-02-10,26,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,USA
10432,1974,Graduation,19346.0,1,0,2014-01-30,26,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,Canada
1542,1975,Graduation,56243.0,1,2,2013-12-30,26,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,USA
4220,1970,PhD,59892.0,0,1,2013-11-02,26,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,Canada
4141,1965,Graduation,71613.0,0,0,2013-08-21,26,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,USA
1940,1986,Graduation,25252.0,1,0,2013-07-12,26,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,Australia
1506,1975,Graduation,42160.0,1,1,2013-06-28,26,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,Spain
6347,1979,Basic,15862.0,1,0,2013-06-27,26,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,Spain
1361,1974,Master,82584.0,0,0,2013-06-04,26,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,0,Spain
9422,1989,Graduation,38360.0,1,0,2013-05-31,26,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,Australia
1081,1957,PhD,75283.0,1,2,2013-03-27,26,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,Saudi Arabia
7458,1956,Master,34941.0,1,1,2013-03-06,26,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,Australia
1012,1952,Graduation,61823.0,0,1,2013-02-18,26,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,Australia
5453,1956,Master,90226.0,0,0,2012-09-26,26,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,Saudi Arabia
6818,1974,Graduation,44989.0,0,1,2012-09-12,26,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,Spain
7807,1974,Graduation,44989.0,0,1,2012-09-12,26,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,Spain
7532,1980,Graduation,43586.0,0,1,2012-08-30,26,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,Germany
8346,1974,Graduation,32233.0,1,0,2012-08-19,26,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,0,Spain
5564,1969,Graduation,62882.0,0,1,2012-08-09,26,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,Australia
3267,1963,Master,57288.0,0,1,2014-06-25,27,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,Canada
3091,1981,2n Cycle,75774.0,1,0,2014-05-02,27,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,Saudi Arabia
762,1981,2n Cycle,75774.0,1,0,2014-05-02,27,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,Spain
8029,1988,Master,90247.0,0,0,2014-04-29,27,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,0,USA
4376,1960,2n Cycle,32218.0,0,0,2014-02-15,27,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,0,Spain
10981,1988,Graduation,84219.0,0,0,2014-02-02,27,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,Saudi Arabia
486,1988,Graduation,84219.0,0,0,2014-02-02,27,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,Canada
1158,1966,Graduation,48877.0,0,1,2014-01-05,27,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,Spain
9119,1950,Graduation,60905.0,0,1,2013-12-05,27,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,USA
6694,1964,Graduation,75236.0,0,1,2013-11-25,27,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,Spain
10573,1953,Graduation,62551.0,0,0,2013-11-18,27,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,India
10140,1983,PhD,70123.0,0,0,2013-09-28,27,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,India
2286,1962,Graduation,50785.0,1,1,2013-09-10,27,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,Canada
8420,1970,2n Cycle,15315.0,0,0,2013-08-03,27,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,Spain
10065,1970,2n Cycle,15315.0,0,0,2013-08-03,27,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,Spain
1029,1970,PhD,64413.0,0,1,2013-08-01,27,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,Spain
4207,1981,PhD,87171.0,0,0,2013-05-01,27,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,Spain
10277,1961,Graduation,30081.0,0,1,2013-02-21,27,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,Spain
4436,1976,Graduation,20180.0,0,0,2013-02-20,27,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,Spain
2929,1976,Graduation,20180.0,0,0,2013-02-20,27,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,Spain
6281,1966,Graduation,55686.0,0,1,2013-02-14,27,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,Spain
10390,1959,2n Cycle,26887.0,0,1,2013-02-10,27,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,Spain
2574,1977,PhD,61996.0,0,1,2013-01-31,27,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,0,Spain
709,1952,Graduation,51537.0,0,1,2012-12-09,27,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,Saudi Arabia
5955,1962,Graduation,72025.0,0,0,2012-11-17,27,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,Spain
8486,1971,Master,30538.0,1,0,2012-10-01,27,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,Spain
10343,1991,2n Cycle,61618.0,0,0,2012-09-29,27,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,India
6652,1965,Graduation,77343.0,0,0,2014-06-09,28,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,Canada
8746,1989,Graduation,75433.0,1,0,2014-04-05,28,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,Spain
4686,1962,PhD,82571.0,0,0,2014-04-02,28,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,Spain
3551,1954,Master,60033.0,0,1,2014-03-29,28,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,Spain
4338,1983,Graduation,39062.0,1,0,2014-03-25,28,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,Spain
4444,1972,Graduation,30023.0,1,0,2014-03-24,28,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,Spain
498,1970,Graduation,30015.0,1,0,2014-02-02,28,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,Spain
8230,1980,Graduation,33228.0,1,0,2014-01-23,28,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,Spain
2826,1967,Graduation,22574.0,2,1,2013-10-28,28,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,Spain
6222,1967,Graduation,22574.0,2,1,2013-10-28,28,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,Spain
7352,1957,Graduation,55267.0,0,1,2013-10-21,28,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,Canada
10928,1958,Graduation,66886.0,0,1,2013-09-16,28,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,Spain
10736,1971,Graduation,72258.0,0,1,2013-09-12,28,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,Canada
10163,1984,PhD,82733.0,0,0,2013-09-10,28,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,0,Spain
6168,1963,Graduation,45146.0,1,1,2013-07-15,28,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,0,India
4656,1990,2n Cycle,51250.0,1,0,2013-03-30,28,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,Saudi Arabia
626,1951,Graduation,32871.0,1,1,2013-03-09,28,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,USA
3870,1978,2n Cycle,63855.0,0,0,2013-02-09,28,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,Germany
6299,1968,PhD,42564.0,0,1,2013-01-02,28,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,0,Canada
7798,1972,2n Cycle,46344.0,0,1,2012-12-14,28,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,Canada
9973,1963,Graduation,50437.0,0,2,2012-10-17,28,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,Spain
4299,1960,Graduation,70971.0,0,1,2012-09-21,28,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0,Spain
10971,1977,Graduation,37774.0,2,0,2012-09-03,28,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,Spain
9931,1963,PhD,4023.0,1,1,2014-06-23,29,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,Spain
6679,1966,Graduation,33279.0,0,0,2014-06-12,29,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,Spain
5961,1978,Graduation,42693.0,1,0,2014-06-07,29,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,Spain
6255,1952,Master,70545.0,0,1,2014-06-03,29,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,Australia
8614,1957,Graduation,65486.0,0,1,2014-05-12,29,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,Australia
7828,1981,Master,77882.0,0,0,2014-04-30,29,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,Saudi Arabia
1277,1960,Graduation,78468.0,0,0,2014-04-09,29,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,USA
3595,1963,Graduation,77226.0,0,1,2014-02-28,29,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,Spain
5735,1991,Master,90638.0,0,0,2014-02-13,29,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,Spain
5350,1991,Master,90638.0,0,0,2014-02-13,29,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,1,0,Saudi Arabia
4137,1948,Graduation,70666.0,0,0,2013-12-06,29,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,Australia
6357,1959,2n Cycle,59052.0,0,1,2013-11-17,29,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,Saudi Arabia
9316,1952,Basic,13084.0,0,0,2013-11-02,29,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,USA
3578,1949,Graduation,49160.0,0,1,2013-10-20,29,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,Spain
153,1953,Graduation,23272.0,0,0,2013-10-17,29,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,Spain
10524,1963,Master,49476.0,0,1,2013-06-20,29,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,Canada
1518,1965,Master,62694.0,1,1,2013-06-17,29,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,Spain
2036,1973,PhD,57906.0,0,1,2013-06-11,29,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,India
9495,1982,Graduation,71853.0,0,0,2013-05-08,29,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,Spain
2631,1982,Graduation,71853.0,0,0,2013-05-08,29,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,Spain
6312,1959,Graduation,65031.0,0,1,2013-03-17,29,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,Germany
615,1960,Graduation,30507.0,0,0,2013-03-11,29,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,Spain
4406,1970,Graduation,67419.0,0,1,2013-01-16,29,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,Canada
10061,1950,Graduation,59462.0,0,1,2013-01-05,29,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,USA
10619,1994,Graduation,95529.0,0,0,2012-12-03,29,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,0,Saudi Arabia
4945,1953,Graduation,53653.0,0,0,2012-11-07,29,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,Spain
1777,1980,Basic,25965.0,0,0,2012-09-07,29,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,Spain
4023,1970,Graduation,22979.0,1,0,2012-09-06,29,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,1,0,Spain
7922,1951,PhD,64950.0,0,1,2012-08-12,29,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,Saudi Arabia
10699,1985,Graduation,44322.0,1,0,2014-06-16,30,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,Saudi Arabia
7516,1983,Graduation,30096.0,1,0,2014-05-22,30,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,Germany
3129,1983,Graduation,30096.0,1,0,2014-05-22,30,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,Spain
5121,1977,Graduation,56628.0,0,1,2014-03-21,30,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,Canada
2186,1977,2n Cycle,82326.0,0,0,2014-03-10,30,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,1,0,Spain
10548,1995,Graduation,71163.0,0,0,2014-03-09,30,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,Germany
6384,1978,Graduation,71022.0,0,1,2014-02-11,30,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,USA
2625,1954,2n Cycle,42607.0,0,1,2013-11-17,30,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,Saudi Arabia
1676,1975,Graduation,43057.0,0,1,2013-10-30,30,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,Spain
5534,1975,Master,47808.0,0,1,2013-10-20,30,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,Spain
6859,1987,Graduation,29236.0,1,0,2013-10-08,30,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,Spain
271,1969,Graduation,40590.0,1,1,2013-10-02,30,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,Canada
7699,1969,Graduation,40590.0,1,1,2013-10-02,30,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,Canada
7832,1959,Master,77520.0,0,1,2013-08-28,30,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,1,0,Spain
938,1981,Graduation,40211.0,1,1,2013-07-30,30,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,Spain
7873,1973,PhD,63516.0,1,1,2013-07-06,30,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,Canada
9967,1974,Graduation,53034.0,1,1,2013-05-30,30,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,USA
1087,1975,Master,22669.0,1,0,2013-05-22,30,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,1,0,Spain
8314,1982,Graduation,79908.0,0,0,2013-04-05,30,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,Spain
3762,1986,PhD,69867.0,0,0,2013-04-02,30,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,1,0,Saudi Arabia
10383,1966,Graduation,70287.0,0,0,2013-04-02,30,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,1,0,Australia
6798,1966,Graduation,37070.0,1,1,2013-03-20,30,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,Saudi Arabia
4168,1966,Graduation,37070.0,1,1,2013-03-20,30,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,Spain
6690,1966,Master,38179.0,1,1,2013-03-14,30,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,Saudi Arabia
10602,1983,Graduation,39922.0,1,0,2013-02-14,30,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,India
3220,1983,Graduation,39922.0,1,0,2013-02-14,30,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,Germany
5424,1983,Graduation,39922.0,1,0,2013-02-14,30,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,Saudi Arabia
7488,1963,Master,64191.0,0,1,2013-01-22,30,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,Spain
5289,1975,2n Cycle,41658.0,1,1,2012-11-09,30,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,Australia
347,1976,Graduation,40780.0,0,1,2012-09-08,30,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,Canada
5236,1979,Graduation,77568.0,0,1,2012-08-25,30,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,Spain
9478,1985,Graduation,66503.0,1,0,2012-08-14,30,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,Spain
477,1986,Graduation,83512.0,0,0,2014-06-17,31,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,1,0,Spain
7411,1964,PhD,31686.0,1,1,2014-06-05,31,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,Saudi Arabia
3107,1976,Graduation,71322.0,0,1,2014-05-02,31,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,Australia
7437,1988,Graduation,27938.0,1,0,2014-04-28,31,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,Australia
255,1951,Graduation,22263.0,1,1,2014-03-30,31,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,0,1,Spain
3790,1956,Graduation,34633.0,2,1,2014-01-23,31,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,Saudi Arabia
749,1981,Graduation,42162.0,1,0,2013-11-19,31,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,1,0,Spain
1503,1976,PhD,162397.0,1,1,2013-06-03,31,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,Spain
8650,1978,Graduation,54162.0,1,1,2013-03-18,31,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,Spain
607,1955,2n Cycle,41769.0,0,1,2013-02-13,31,29,131,32,0,27,6,8,1,7,8,0,0,0,0,0,0,0,India
1008,1981,PhD,44953.0,0,0,2012-12-21,31,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,0,Germany
9396,1978,PhD,37717.0,1,0,2012-11-23,31,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,Saudi Arabia
933,1978,PhD,37717.0,1,0,2012-11-23,31,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,Spain
5710,1970,Graduation,40548.0,0,1,2012-10-10,31,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,Australia
2882,1975,2n Cycle,67893.0,0,1,2012-10-01,31,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,Saudi Arabia
2379,1953,Graduation,69267.0,0,0,2012-09-22,31,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,1,0,Saudi Arabia
5342,1976,Basic,9548.0,1,0,2012-08-08,31,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,Canada
3262,1958,Graduation,68281.0,0,0,2012-08-07,31,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,1,0,Spain
5832,1960,2n Cycle,92556.0,0,0,2014-04-20,32,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,Spain
5025,1979,Graduation,48526.0,1,0,2013-12-24,32,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,Spain
569,1991,Graduation,90273.0,0,0,2013-12-14,32,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,1,0,Spain
3102,1981,2n Cycle,19414.0,1,0,2013-10-16,32,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,Canada
9449,1958,PhD,79761.0,0,1,2013-10-04,32,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,Saudi Arabia
8104,1951,PhD,53312.0,0,0,2013-08-09,32,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,Spain
75,1982,2n Cycle,41039.0,0,0,2013-07-25,32,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,USA
6421,1961,Graduation,88347.0,0,0,2013-07-03,32,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,Spain
3037,1983,PhD,50150.0,0,0,2013-06-20,32,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,Canada
4698,1983,PhD,50150.0,0,0,2013-06-20,32,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,Spain
948,1971,Graduation,10245.0,1,0,2013-05-15,32,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,Spain
6177,1985,PhD,33454.0,1,0,2013-05-08,32,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0,USA
3517,1952,Graduation,40887.0,1,1,2013-05-06,32,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,1,0,Spain
3491,1975,Graduation,55914.0,0,1,2013-04-29,32,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,USA
7610,1983,Graduation,37292.0,1,0,2013-04-18,32,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,Spain
4377,1971,Graduation,52914.0,0,1,2013-01-07,32,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,0,0,Canada
9850,1972,2n Cycle,24884.0,1,0,2012-11-29,32,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,Spain
5544,1970,Graduation,67384.0,0,1,2012-11-10,32,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,Spain
6497,1960,Graduation,51651.0,0,1,2012-11-07,32,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,Australia
4543,1980,Graduation,82497.0,0,0,2012-10-31,32,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,Saudi Arabia
5117,1963,2n Cycle,32632.0,0,0,2012-08-02,32,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,Spain
1448,1963,Master,33562.0,1,2,2014-06-25,33,12,12,0,3,3,3,2,0,4,4,0,0,0,0,0,0,0,India
6887,1967,Graduation,79146.0,1,1,2014-04-24,33,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,Germany
7500,1967,Graduation,79146.0,1,1,2014-04-24,33,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,Spain
2724,1981,Master,36143.0,1,0,2014-03-30,33,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,Spain
2256,1973,Master,27159.0,1,1,2014-03-29,33,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,Spain
