Reporting starts,Reporting ends,Campaign,Delivery,Mobile app installs,Mobile app actions,Cost per mobile app install,Cost per mobile app action,Desktop app installs,Desktop app engagement,Cost per desktop app install,Cost per desktop app engagement,Post reactions,Post comments,Post shares
2016-02-12,2016-02-12,58,inactive,26.0,0.0,1.269230769,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2016-02-11,2016-02-11,58,inactive,34.0,0.0,0.9705882353,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2016-01-30,2016-01-30,58,inactive,42.0,0.0,0.7785714286,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2016-01-06,2016-01-06,58,inactive,39.0,0.0,0.8456410256,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
2015-12-18,2015-12-18,58,inactive,26.0,0.0,1.269230769,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-12-14,2015-12-14,58,inactive,40.0,0.0,0.825,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-12-04,2015-12-04,58,inactive,30.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
2015-12-01,2015-12-01,58,inactive,42.0,0.0,0.7857142857,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-11-17,2015-11-17,58,inactive,37.0,0.0,0.8918918919,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-11-16,2015-11-16,58,inactive,63.0,0.0,0.5238095238,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-11-09,2015-11-09,58,inactive,62.0,0.0,0.5322580645,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-09-14,2015-09-14,58,inactive,13.0,0.0,2.533076923,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0
2015-10-13,2015-10-13,72,inactive,26.0,0.0,0.9030769231,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-06-14,2015-06-14,73,inactive,6.0,0.0,2.723333333,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-06-08,2015-06-08,73,inactive,6.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
2015-05-29,2015-05-29,73,inactive,28.0,0.0,1.069642857,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-05-22,2015-05-22,73,inactive,28.0,0.0,1.949642857,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-05-20,2015-05-20,73,inactive,27.0,0.0,1.006666667,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
2015-05-15,2015-05-15,73,inactive,27.0,0.0,1.451481481,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-05-09,2015-05-09,73,inactive,47.0,0.0,0.9217021277,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-05-08,2015-05-08,73,inactive,28.0,0.0,1.167142857,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
2015-04-26,2015-04-26,73,inactive,43.0,0.0,0.8704651163,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-04-24,2015-04-24,73,inactive,21.0,0.0,1.347619048,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-04-22,2015-04-22,73,inactive,27.0,0.0,1.160740741,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-04-20,2015-04-20,73,inactive,32.0,0.0,1.23375,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-04-18,2015-04-18,73,inactive,41.0,0.0,1.169512195,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
2015-04-15,2015-04-15,73,inactive,25.0,0.0,1.1952,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-04-07,2015-04-07,73,inactive,54.0,0.0,1.302592593,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-04-03,2015-04-03,73,inactive,59.0,0.0,1.376271186,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
2015-03-31,2015-03-31,73,inactive,77.0,0.0,1.569220779,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-03-27,2015-03-27,73,inactive,22.0,0.0,1.867727273,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-03-10,2015-03-10,75,inactive,9.0,0.0,5.555555556,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015-12-04,2015-12-04,2,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-10-21,2015-10-21,3,inactive,2.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-10-16,2015-10-16,5,inactive,15.0,0.0,2.194666667,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-10-15,2015-10-15,5,inactive,26.0,0.0,1.266923077,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-11-05,2015-11-05,16,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-28,2015-07-28,17,inactive,3.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-27,2015-07-27,16,inactive,7.0,0.0,1.098571429,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2015-07-27,2015-07-27,17,inactive,2.0,0.0,2.045,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-25,2015-07-25,16,inactive,6.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-20,2015-07-20,17,inactive,16.0,0.0,1.03125,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-18,2015-07-18,16,inactive,18.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-17,2015-07-17,16,inactive,12.0,0.0,1.368333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-17,2015-07-17,17,inactive,7.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-16,2015-07-16,17,inactive,15.0,0.0,1.832666667,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2015-07-14,2015-07-14,17,inactive,15.0,0.0,1.717333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2015-07-14,2015-07-14,27,inactive,1.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-08-19,2015-08-19,29,inactive,24.0,0.0,1.372083333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2015-08-10,2015-08-10,29,inactive,17.0,0.0,2.088823529,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-08-08,2015-08-08,29,inactive,7.0,0.0,4.705714286,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-08-07,2015-08-07,29,inactive,12.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-31,2015-07-31,29,inactive,4.0,0.0,1.5975,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-28,2015-07-28,29,inactive,7.0,0.0,1.285714286,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-24,2015-07-24,29,inactive,11.0,0.0,1.076363636,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-03,2015-07-03,31,inactive,6.0,0.0,1.705,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-07,2015-07-07,51,inactive,31.0,0.0,2.491612903,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-06,2015-07-06,51,inactive,19.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-05,2015-07-05,51,inactive,27.0,0.0,2.564444444,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-03,2015-07-03,44,inactive,3.0,0.0,2.623333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-06-21,2015-06-21,45,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-06-21,2015-06-21,51,inactive,5.0,0.0,2.158,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2016-03-27,2016-03-27,58,inactive,24.0,0.0,0.6791666667,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2016-03-12,2016-03-12,58,inactive,22.0,0.0,0.7409090909,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2016-03-07,2016-03-07,58,inactive,19.0,0.0,0.8578947368,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2016-03-05,2016-03-05,58,inactive,21.0,0.0,0.7752380952,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2016-03-04,2016-03-04,58,inactive,21.0,0.0,0.7761904762,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2016-03-03,2016-03-03,58,inactive,30.0,0.0,0.5433333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2016-03-01,2016-03-01,58,inactive,16.0,0.0,1.01875,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2016-02-25,2016-02-25,58,inactive,15.0,0.0,1.086666667,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2016-02-24,2016-02-24,58,inactive,29.0,0.0,1.052413793,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2016-02-10,2016-02-10,58,inactive,38.0,0.0,0.8684210526,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2016-02-09,2016-02-09,58,inactive,28.0,0.0,1.178571429,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2016-02-05,2016-02-05,58,inactive,42.0,0.0,0.7857142857,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2016-01-25,2016-01-25,58,inactive,31.0,0.0,1.047419355,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2016-01-08,2016-01-08,58,inactive,35.0,0.0,0.9428571429,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2015-12-17,2015-12-17,58,inactive,41.0,0.0,0.8048780488,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-11-25,2015-11-25,58,inactive,2.0,0.0,8.085,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-11-22,2015-11-22,58,inactive,49.0,0.0,0.6734693878,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-11-19,2015-11-19,58,inactive,40.0,0.0,0.825,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2015-09-29,2015-09-29,58,inactive,14.0,0.0,1.097857143,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
2015-09-25,2015-09-25,58,inactive,42.0,0.0,0.785,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-09-21,2015-09-21,58,inactive,48.0,0.0,0.6875,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-04,2015-07-04,60,inactive,2.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-07-03,2015-07-03,61,inactive,9.0,0.0,1.771111111,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2015-07-03,2015-07-03,60,inactive,4.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-10-10,2015-10-10,72,inactive,47.0,0.0,0.6974468085,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2015-10-02,2015-10-02,72,inactive,21.0,0.0,1.54952381,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-10-01,2015-10-01,72,inactive,13.0,0.0,2.538461538,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-06-30,2015-06-30,72,inactive,2.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-06-10,2015-06-10,73,inactive,3.0,0.0,5.773333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-06-02,2015-06-02,73,inactive,6.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-05-30,2015-05-30,73,inactive,12.0,0.0,0.9166666667,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-05-23,2015-05-23,73,inactive,29.0,0.0,1.798275862,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-04-25,2015-04-25,73,inactive,38.0,0.0,1.142631579,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-04-24,2015-04-24,72,inactive,5.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-04-17,2015-04-17,73,inactive,30.0,0.0,1.349666667,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-04-16,2015-04-16,73,inactive,32.0,0.0,1.1475,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-04-11,2015-04-11,73,inactive,45.0,0.0,1.139555556,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2015-04-08,2015-04-08,73,inactive,44.0,0.0,1.115,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-04-02,2015-04-02,73,inactive,57.0,0.0,1.400350877,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
2015-04-01,2015-04-01,74,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-03-27,2015-03-27,74,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-03-25,2015-03-25,73,inactive,14.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-03-24,2015-03-24,73,inactive,8.0,0.0,3.48875,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-03-22,2015-03-22,75,inactive,10.0,0.0,4.721,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-03-19,2015-03-19,75,inactive,7.0,0.0,7.142857143,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-03-17,2015-03-17,75,inactive,14.0,0.0,3.571428571,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-03-12,2015-03-12,75,inactive,13.0,0.0,3.846153846,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
2015-03-09,2015-03-09,75,inactive,12.0,0.0,4.166666667,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-03-05,2015-03-05,75,inactive,16.0,0.0,3.125,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-02-19,2015-02-19,75,inactive,3.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2014-12-16,2014-12-16,78,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2014-12-11,2014-12-11,78,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015-09-17,2015-09-17,6,inactive,2.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-26,2015-07-26,16,inactive,17.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-26,2015-07-26,17,inactive,8.0,0.0,1.39375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-23,2015-07-23,16,inactive,9.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2015-07-21,2015-07-21,16,inactive,13.0,0.0,1.672307692,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-21,2015-07-21,17,inactive,7.0,0.0,1.531428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-19,2015-07-19,16,inactive,18.0,0.0,1.269444444,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-15,2015-07-15,18,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2015-07-15,2015-07-15,25,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-15,2015-07-15,21,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-14,2015-07-14,16,inactive,21.0,0.0,1.718095238,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-08-02,2015-08-02,29,inactive,5.0,0.0,1.354,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-30,2015-07-30,29,inactive,4.0,0.0,1.6175,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-25,2015-07-25,29,inactive,10.0,0.0,1.212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-22,2015-07-22,29,inactive,16.0,0.0,1.45375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-21,2015-07-21,29,inactive,15.0,0.0,1.446,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-20,2015-07-20,29,inactive,19.0,0.0,1.555263158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-18,2015-07-18,29,inactive,15.0,0.0,1.508,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-16,2015-07-16,29,inactive,13.0,0.0,1.266153846,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2015-07-15,2015-07-15,29,inactive,34.0,0.0,1.472352941,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-07,2015-07-07,31,inactive,8.0,0.0,2.8775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-07,2015-07-07,34,inactive,5.0,0.0,2.648,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-06,2015-07-06,34,inactive,16.0,0.0,2.418125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-05,2015-07-05,38,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-04,2015-07-04,31,inactive,10.0,0.0,2.337,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-22,2015-06-22,38,inactive,1.0,0.0,2.97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-10,2015-07-10,50,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-07,2015-07-07,46,inactive,1.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-06,2015-07-06,45,inactive,4.0,0.0,2.7525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-05,2015-07-05,45,inactive,6.0,0.0,2.503333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-05,2015-07-05,47,inactive,1.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-04,2015-07-04,44,inactive,12.0,0.0,2.5725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-03,2015-07-03,51,inactive,6.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-03,2015-07-03,50,inactive,1.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-02,2015-07-02,47,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-01,2015-07-01,52,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-01,2015-07-01,44,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2015-06-30,2015-06-30,46,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-30,2015-06-30,51,inactive,1.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-29,2015-06-29,51,inactive,3.0,0.0,2.776666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-29,2015-06-29,56,inactive,2.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-29,2015-06-29,47,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-22,2015-06-22,51,inactive,1.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-21,2015-06-21,50,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-19,2015-06-19,51,inactive,2.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-18,2015-06-18,50,inactive,1.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-17,2015-06-17,52,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-16,2015-06-16,44,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-14,2015-06-14,50,inactive,4.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-31,2016-03-31,58,inactive,20.0,0.0,0.815,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-30,2016-03-30,58,inactive,20.0,0.0,0.815,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-26,2016-03-26,58,inactive,19.0,0.0,0.8578947368,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-10,2016-03-10,58,inactive,21.0,0.0,0.7761904762,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-09,2016-03-09,58,inactive,24.0,0.0,0.6791666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-08,2016-03-08,58,inactive,14.0,0.0,1.164285714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-06,2016-03-06,58,inactive,19.0,0.0,0.8578947368,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2016-02-29,2016-02-29,58,inactive,23.0,0.0,0.7086956522,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-27,2016-02-27,58,inactive,15.0,0.0,1.086666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016-02-08,2016-02-08,58,inactive,36.0,0.0,0.9077777778,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-01,2016-02-01,58,inactive,42.0,0.0,0.785,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-01-29,2016-01-29,58,inactive,20.0,0.0,1.6375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-01-15,2016-01-15,58,inactive,31.0,0.0,1.064516129,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2015-12-02,2015-12-02,58,inactive,42.0,0.0,0.7857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-11-13,2015-11-13,58,inactive,52.0,0.0,0.6346153846,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-11-10,2015-11-10,58,inactive,56.0,0.0,0.5892857143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-09-11,2015-09-11,58,inactive,3.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-08,2015-07-08,58,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-07-02,2015-07-02,69,inactive,6.0,0.0,1.966666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-21,2015-06-21,69,inactive,4.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-14,2015-06-14,69,inactive,2.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-02,2015-06-02,65,inactive,1.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-05-04,2015-05-04,71,inactive,5.0,0.0,1.344,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-10-14,2015-10-14,72,inactive,11.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-10-03,2015-10-03,72,inactive,10.0,0.0,3.249,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-11,2015-06-11,73,inactive,2.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-06-06,2015-06-06,73,inactive,6.0,0.0,2.103333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-05-31,2015-05-31,73,inactive,13.0,0.0,1.346153846,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2015-05-25,2015-05-25,73,inactive,11.0,0.0,1.682727273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-05-17,2015-05-17,73,inactive,39.0,0.0,1.099487179,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2015-05-11,2015-05-11,73,inactive,45.0,0.0,1.011333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-05-07,2015-05-07,73,inactive,23.0,0.0,1.115217391,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-05-06,2015-05-06,73,inactive,25.0,0.0,1.1552,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-04-30,2015-04-30,72,inactive,6.0,0.0,1.416666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-04-28,2015-04-28,73,inactive,21.0,0.0,1.473333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-04-25,2015-04-25,72,inactive,13.0,0.0,1.272307692,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-04-23,2015-04-23,73,inactive,34.0,0.0,0.9502941176,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-04-22,2015-04-22,72,inactive,9.0,0.0,1.111111111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-04-21,2015-04-21,72,inactive,7.0,0.0,1.632857143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-04-14,2015-04-14,73,inactive,24.0,0.0,1.349166667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2015-04-09,2015-04-09,73,inactive,28.0,0.0,0.8539285714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-04-04,2015-04-04,72,inactive,2.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-03-31,2015-03-31,72,inactive,5.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-03-29,2015-03-29,72,inactive,3.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-03-28,2015-03-28,73,inactive,38.0,0.0,1.958421053,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2015-03-21,2015-03-21,73,inactive,6.0,0.0,2.97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-03-14,2015-03-14,75,inactive,13.0,0.0,3.846153846,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-03-11,2015-03-11,75,inactive,4.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-03-06,2015-03-06,75,inactive,12.0,0.0,4.166666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
