Reporting starts,Reporting ends,Campaign,Delivery,Mobile app installs,Mobile app actions,Cost per mobile app install,Cost per mobile app action,Desktop app installs,Desktop app engagement,Cost per desktop app install,Cost per desktop app engagement,Post reactions,Post comments,Post shares
2015-06-22,2015-06-22,51,inactive,1,,2.61,,,,,,1,,
2015-06-21,2015-06-21,50,inactive,,,,,,,,,1,,
2015-06-19,2015-06-19,51,inactive,2,,1.18,,,,,,1,,
2015-06-18,2015-06-18,50,inactive,1,,2.82,,,,,,1,,
2015-06-17,2015-06-17,52,inactive,,,,,,,,,1,,
2015-06-16,2015-06-16,44,inactive,,,,,,,,,1,,
2015-06-14,2015-06-14,50,inactive,4,,1.73,,,,,,1,,
2016-03-31,2016-03-31,58,inactive,20,,0.815,,,,,,1,,
2016-03-30,2016-03-30,58,inactive,20,,0.815,,,,,,1,,
2016-03-26,2016-03-26,58,inactive,19,,0.8578947368,,,,,,1,,
2016-03-10,2016-03-10,58,inactive,21,,0.7761904762,,,,,,1,,
2016-03-09,2016-03-09,58,inactive,24,,0.6791666667,,,,,,1,,
2016-03-08,2016-03-08,58,inactive,14,,1.164285714,,,,,,1,,
2016-03-06,2016-03-06,58,inactive,19,,0.8578947368,,,,,,1,1,
2016-02-29,2016-02-29,58,inactive,23,,0.7086956522,,,,,,1,,
2016-02-27,2016-02-27,58,inactive,15,,1.086666667,,,,,,1,,1
2016-02-08,2016-02-08,58,inactive,36,,0.9077777778,,,,,,1,,
2016-02-01,2016-02-01,58,inactive,42,,0.785,,,,,,1,,
2016-01-29,2016-01-29,58,inactive,20,,1.6375,,,,,,1,,
2016-01-15,2016-01-15,58,inactive,31,,1.064516129,,,,,,1,1,1
2015-12-02,2015-12-02,58,inactive,42,,0.7857142857,,,,,,1,,
2015-11-13,2015-11-13,58,inactive,52,,0.6346153846,,,,,,1,,
2015-11-10,2015-11-10,58,inactive,56,,0.5892857143,,,,,,1,,
2015-09-11,2015-09-11,58,inactive,3,,3.25,,,,,,1,,
2015-07-08,2015-07-08,58,inactive,,,,,,,,,1,,
2015-07-02,2015-07-02,69,inactive,6,,1.966666667,,,,,,1,,
2015-06-21,2015-06-21,69,inactive,4,,2.87,,,,,,1,,
2015-06-14,2015-06-14,69,inactive,2,,1.78,,,,,,1,,
2015-06-02,2015-06-02,65,inactive,1,,2.62,,,,,,1,,
2015-05-04,2015-05-04,71,inactive,5,,1.344,,,,,,1,,
2015-10-14,2015-10-14,72,inactive,11,,0.79,,,,,,1,,
2015-10-03,2015-10-03,72,inactive,10,,3.249,,,,,,1,,
2015-06-11,2015-06-11,73,inactive,2,,2.34,,,,,,1,,
2015-06-06,2015-06-06,73,inactive,6,,2.103333333,,,,,,1,,
2015-05-31,2015-05-31,73,inactive,13,,1.346153846,,,,,,1,,1
2015-05-25,2015-05-25,73,inactive,11,,1.682727273,,,,,,1,,
2015-05-17,2015-05-17,73,inactive,39,,1.099487179,,,,,,1,1,
2015-05-11,2015-05-11,73,inactive,45,,1.011333333,,,,,,1,,
2015-05-07,2015-05-07,73,inactive,23,,1.115217391,,,,,,1,,
2015-05-06,2015-05-06,73,inactive,25,,1.1552,,,,,,1,,
2015-04-30,2015-04-30,72,inactive,6,,1.416666667,,,,,,1,,
2015-04-28,2015-04-28,73,inactive,21,,1.473333333,,,,,,1,,
2015-04-25,2015-04-25,72,inactive,13,,1.272307692,,,,,,1,,
2015-04-23,2015-04-23,73,inactive,34,,0.9502941176,,,,,,1,,
2015-04-22,2015-04-22,72,inactive,9,,1.111111111,,,,,,1,,
2015-04-21,2015-04-21,72,inactive,7,,1.632857143,,,,,,1,,
2015-04-14,2015-04-14,73,inactive,24,,1.349166667,,,,,,1,,1
2015-04-09,2015-04-09,73,inactive,28,,0.8539285714,,,,,,1,,
2015-04-04,2015-04-04,72,inactive,2,,2.36,,,,,,1,,
2015-03-31,2015-03-31,72,inactive,5,,0.93,,,,,,1,,
2015-03-29,2015-03-29,72,inactive,3,,2.5,,,,,,1,,
2015-03-28,2015-03-28,73,inactive,38,,1.958421053,,,,,,1,,1
2015-03-21,2015-03-21,73,inactive,6,,2.97,,,,,,1,,
2015-03-14,2015-03-14,75,inactive,13,,3.846153846,,,,,,1,,
2015-03-11,2015-03-11,75,inactive,4,,12.5,,,,,,1,,
2015-03-06,2015-03-06,75,inactive,12,,4.166666667,,,,,,1,,
2015-03-04,2015-03-04,75,inactive,18,,2.222222222,,,,,,1,,
2015-03-02,2015-03-02,75,inactive,16,,2.5,,,,,,1,,
2015-02-14,2015-02-14,75,inactive,1,,7.92,,,,,,1,,
2014-12-17,2014-12-17,78,inactive,,,,,,,,,1,,
2014-12-15,2014-12-15,78,inactive,,,,,,,,,1,,
2014-12-14,2014-12-14,78,inactive,,,,,,,,,1,,
2014-02-28,2014-02-28,74,inactive,,,,,,,,,1,,1
2015-10-20,2015-10-20,4,inactive,,,,,,,,,,,
2015-10-17,2015-10-17,5,inactive,1,,7.57,,,,,,,,
2015-10-14,2015-10-14,5,inactive,,,,,,,,,,,
2015-08-28,2015-08-28,7,inactive,,,,,,,,,,,
2015-08-27,2015-08-27,7,inactive,,,,,,,,,,,
2015-07-16,2015-07-16,8,inactive,1,,1.5,,,,,,,,
2015-07-16,2015-07-16,9,inactive,,,,,,,,,,,
2015-07-16,2015-07-16,10,inactive,,,,,,,,,,,
2015-07-16,2015-07-16,11,inactive,,,,,,,,,,,
2015-07-16,2015-07-16,12,inactive,1,,2.19,,,,,,,,
2015-07-16,2015-07-16,13,inactive,,,,,,,,,,,
2015-07-15,2015-07-15,10,inactive,,,,,,,,,,,
2015-07-15,2015-07-15,14,inactive,,,,,,,,,,,
2015-07-15,2015-07-15,11,inactive,,,,,,,,,,,
2015-07-15,2015-07-15,12,inactive,,,,,,,,,,,
2015-07-15,2015-07-15,13,inactive,,,,,,,,,,,
2015-07-15,2015-07-15,8,inactive,,,,,,,,,,,
2015-07-15,2015-07-15,9,inactive,,,,,,,,,,,
2015-07-14,2015-07-14,13,inactive,,,,,,,,,,,
2015-07-14,2015-07-14,14,inactive,,,,,,,,,,,
2015-07-14,2015-07-14,10,inactive,,,,,,,,,,,
2015-07-14,2015-07-14,9,inactive,,,,,,,,,,,
2015-07-14,2015-07-14,12,inactive,,,,,,,,,,,
2015-07-14,2015-07-14,11,inactive,,,,,,,,,,,
2015-07-16,2015-07-16,15,inactive,,,,,,,,,,,
2015-07-15,2015-07-15,15,inactive,,,,,,,,,,,
2015-07-14,2015-07-14,15,inactive,,,,,,,,,,,
2015-08-05,2015-08-05,17,inactive,1,,0,,,,,,,,
2015-08-05,2015-08-05,16,inactive,5,,2.144,,,,,,,,
2015-08-04,2015-08-04,16,inactive,,,,,,,,,,,
2015-08-04,2015-08-04,17,inactive,2,,1.105,,,,,,,,
2015-08-03,2015-08-03,17,inactive,,,,,,,,,,,
2015-08-03,2015-08-03,16,inactive,2,,2.165,,,,,,,,
2015-08-02,2015-08-02,17,inactive,3,,1,,,,,,,,
2015-08-02,2015-08-02,16,inactive,10,,1.136,,,,,,,,
2015-08-01,2015-08-01,17,inactive,1,,2.1,,,,,,,,
2015-08-01,2015-08-01,16,inactive,,,,,,,,,,,
2015-07-31,2015-07-31,16,inactive,,,,,,,,,,,
2015-07-31,2015-07-31,17,inactive,1,,2.22,,,,,,,,
2015-07-30,2015-07-30,17,inactive,,,,,,,,,,,
2015-07-30,2015-07-30,16,inactive,,,,,,,,,,,
2015-07-29,2015-07-29,16,inactive,1,,2.06,,,,,,,,
2015-07-29,2015-07-29,17,inactive,1,,1,,,,,,,,
2015-07-28,2015-07-28,16,inactive,7,,1.031428571,,,,,,,,
2015-07-25,2015-07-25,17,inactive,4,,1.5875,,,,,,,,
2015-07-24,2015-07-24,16,inactive,5,,1.526,,,,,,,,
2015-07-24,2015-07-24,17,inactive,3,,2.136666667,,,,,,,,
2015-07-23,2015-07-23,17,inactive,5,,1.754,,,,,,,,
2015-07-22,2015-07-22,17,inactive,6,,1.668333333,,,,,,,,
2015-07-18,2015-07-18,17,inactive,23,,1.105652174,,,,,,,,
2015-07-16,2015-07-16,18,inactive,2,,0.75,,,,,,,,
2015-07-16,2015-07-16,19,inactive,,,,,,,,,,,
2015-07-16,2015-07-16,20,inactive,,,,,,,,,,,
2015-07-16,2015-07-16,21,inactive,,,,,,,,,,,
2015-07-16,2015-07-16,22,inactive,,,,,,,,,,,
2015-07-16,2015-07-16,23,inactive,2,,2.15,,,,,,,,
2015-07-16,2015-07-16,24,inactive,,,,,,,,,,,
2015-07-16,2015-07-16,25,inactive,,,,,,,,,,,
2015-07-16,2015-07-16,26,inactive,,,,,,,,,,,
2015-07-16,2015-07-16,27,inactive,,,,,,,,,,,
2015-07-15,2015-07-15,27,inactive,1,,2.14,,,,,,,,
2015-07-15,2015-07-15,23,inactive,5,,1.512,,,,,,,,
2015-07-15,2015-07-15,24,inactive,,,,,,,,,,,
2015-07-15,2015-07-15,19,inactive,,,,,,,,,,,
2015-07-15,2015-07-15,28,inactive,,,,,,,,,,,
2015-07-15,2015-07-15,20,inactive,2,,2.16,,,,,,,,
2015-07-14,2015-07-14,25,inactive,1,,1.5,,,,,,,,
2015-07-14,2015-07-14,21,inactive,,,,,,,,,,,
2015-07-14,2015-07-14,20,inactive,,,,,,,,,,,
2015-07-14,2015-07-14,23,inactive,2,,1.57,,,,,,,,
2015-07-14,2015-07-14,19,inactive,,,,,,,,,,,
2015-07-14,2015-07-14,28,inactive,,,,,,,,,,,
2015-07-14,2015-07-14,22,inactive,,,,,,,,,,,
2015-07-14,2015-07-14,18,inactive,,,,,,,,,,,
2015-07-14,2015-07-14,24,inactive,,,,,,,,,,,
2015-07-13,2015-07-13,17,inactive,3,,1.39,,,,,,,,
2015-07-13,2015-07-13,25,inactive,1,,2.06,,,,,,,,
2015-07-13,2015-07-13,16,inactive,4,,1.675,,,,,,,,
2015-07-13,2015-07-13,27,inactive,1,,2.25,,,,,,,,
2015-07-13,2015-07-13,20,inactive,,,,,,,,,,,
2015-07-13,2015-07-13,23,inactive,1,,2.22,,,,,,,,
2015-07-13,2015-07-13,19,inactive,,,,,,,,,,,
2015-08-28,2015-08-28,29,inactive,3,,2.296666667,,,,,,,,
2015-08-06,2015-08-06,29,inactive,17,,1.940588235,,,,,,,,1
2015-08-04,2015-08-04,29,inactive,7,,1.447142857,,,,,,,,1
2015-08-03,2015-08-03,29,inactive,1,,2.12,,,,,,,,
2015-08-01,2015-08-01,29,inactive,4,,1.88,,,,,,,,
2015-07-29,2015-07-29,29,inactive,8,,1.40375,,,,,,,,
2015-07-27,2015-07-27,29,inactive,10,,1.1,,,,,,,,
2015-07-23,2015-07-23,29,inactive,9,,1.596666667,,,,,,,,
2015-07-17,2015-07-17,29,inactive,13,,1.243846154,,,,,,,,
2015-07-14,2015-07-14,29,inactive,36,,1.516388889,,,,,,,,
2015-07-10,2015-07-10,30,inactive,,,,,,,,,,,
2015-07-10,2015-07-10,31,inactive,,,,,,,,,,,
2015-07-10,2015-07-10,32,inactive,,,,,,,,,,,
2015-07-10,2015-07-10,33,inactive,,,,,,,,,,,
2015-07-10,2015-07-10,34,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,31,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,34,inactive,2,,2.735,,,,,,,,
2015-07-09,2015-07-09,32,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,35,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,33,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,30,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,34,inactive,3,,2.746666667,,,,,,,,
2015-07-08,2015-07-08,35,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,36,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,33,inactive,4,,2.0025,,,,,,,,
2015-07-08,2015-07-08,37,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,32,inactive,1,,3,,,,,,,,
2015-07-08,2015-07-08,38,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,39,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,31,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,40,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,30,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,32,inactive,1,,0,,,,,,,,
2015-07-07,2015-07-07,35,inactive,1,,0,,,,,,,,
2015-07-07,2015-07-07,36,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,40,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,41,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,37,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,38,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,33,inactive,4,,2.02,,,,,,,,
2015-07-07,2015-07-07,39,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,30,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,42,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,38,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,30,inactive,1,,0.43,,,,,,,,
2015-07-06,2015-07-06,35,inactive,3,,1.39,,,,,,,,
2015-07-06,2015-07-06,33,inactive,1,,2.19,,,,,,,,
2015-07-06,2015-07-06,32,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,36,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,41,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,40,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,31,inactive,9,,2.275555556,,,,,,,,
2015-07-06,2015-07-06,39,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,37,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,39,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,33,inactive,8,,2.41,,,,,,,,
2015-07-05,2015-07-05,40,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,41,inactive,2,,1.44,,,,,,,,1
2015-07-05,2015-07-05,35,inactive,5,,2.292,,,,,,,,
2015-07-05,2015-07-05,34,inactive,8,,1.9925,,,,,,,,
2015-07-05,2015-07-05,37,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,32,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,36,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,42,inactive,3,,2.87,,,,,,,,
2015-07-04,2015-07-04,41,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,35,inactive,1,,2.73,,,,,,,,
2015-07-04,2015-07-04,36,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,34,inactive,5,,2.872,,,,,,,,
2015-07-04,2015-07-04,33,inactive,3,,2.696666667,,,,,,,,
2015-07-04,2015-07-04,37,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,42,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,38,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,39,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,34,inactive,1,,0,,,,,,,,
2015-07-03,2015-07-03,39,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,41,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,38,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,32,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,33,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,40,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,37,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,42,inactive,3,,2.786666667,,,,,,,,
2015-07-03,2015-07-03,36,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,35,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,37,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,38,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,33,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,42,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,37,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,38,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,38,inactive,1,,2.7,,,,,,,,
2015-06-30,2015-06-30,37,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,37,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,38,inactive,1,,2.99,,,,,,,,
2015-06-28,2015-06-28,37,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,38,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,37,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,38,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,37,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,38,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,37,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,38,inactive,1,,2.73,,,,,,,,
2015-06-19,2015-06-19,38,inactive,1,,2.43,,,,,,,,
2015-06-19,2015-06-19,37,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,37,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,37,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,37,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,43,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,43,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,43,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,43,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,43,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,43,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,43,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,43,inactive,,,,,,,,,,,
2015-06-19,2015-06-19,43,inactive,,,,,,,,,,,
2015-07-10,2015-07-10,44,inactive,,,,,,,,,,,
2015-07-10,2015-07-10,45,inactive,2,,2.94,,,,,,,,
2015-07-10,2015-07-10,46,inactive,,,,,,,,,,,
2015-07-10,2015-07-10,47,inactive,,,,,,,,,,,
2015-07-10,2015-07-10,48,inactive,,,,,,,,,,,
2015-07-10,2015-07-10,49,inactive,,,,,,,,,,,
2015-07-10,2015-07-10,51,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,51,inactive,2,,2.575,,,,,,,,
2015-07-09,2015-07-09,49,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,47,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,44,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,45,inactive,7,,1.654285714,,,,,,,,
2015-07-09,2015-07-09,48,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,50,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,46,inactive,1,,2.98,,,,,,,,
2015-07-08,2015-07-08,45,inactive,3,,2.843333333,,,,,,,,
2015-07-08,2015-07-08,47,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,52,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,51,inactive,13,,1.641538462,,,,,,,,
2015-07-08,2015-07-08,49,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,50,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,46,inactive,2,,2.925,,,,,,,,
2015-07-08,2015-07-08,53,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,48,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,44,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,49,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,54,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,50,inactive,3,,1.966666667,,,,,,,,
2015-07-07,2015-07-07,55,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,52,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,56,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,47,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,44,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,53,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,48,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,45,inactive,7,,2.927142857,,,,,,,,
2015-07-06,2015-07-06,54,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,48,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,49,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,52,inactive,1,,2.26,,,,,,,,
2015-07-06,2015-07-06,55,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,50,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,44,inactive,4,,0.9375,,,,,,,,
2015-07-06,2015-07-06,46,inactive,2,,2.915,,,,,,,,
2015-07-06,2015-07-06,47,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,56,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,53,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,56,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,49,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,48,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,53,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,54,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,50,inactive,3,,2.87,,,,,,,,
2015-07-05,2015-07-05,52,inactive,1,,2.33,,,,,,,,
2015-07-05,2015-07-05,55,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,46,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,56,inactive,1,,3,,,,,,,,
2015-07-04,2015-07-04,45,inactive,1,,2.99,,,,,,,,
2015-07-04,2015-07-04,46,inactive,1,,2.93,,,,,,,,
2015-07-04,2015-07-04,51,inactive,10,,2.048,,,,,,,,
2015-07-04,2015-07-04,47,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,50,inactive,2,,2.645,,,,,,,,
2015-07-04,2015-07-04,48,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,49,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,54,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,52,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,46,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,53,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,52,inactive,1,,2.13,,,,,,,,
2015-07-03,2015-07-03,48,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,47,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,55,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,56,inactive,2,,1.485,,,,,,,,
2015-07-03,2015-07-03,49,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,54,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,45,inactive,2,,2.465,,,,,,,,
2015-07-02,2015-07-02,46,inactive,1,,3,,,,,,,,
2015-07-02,2015-07-02,49,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,54,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,53,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,56,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,45,inactive,2,,1.47,,,,,,,,
2015-07-02,2015-07-02,55,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,44,inactive,1,,2.97,,,,,,,,
2015-07-02,2015-07-02,50,inactive,1,,2.99,,,,,,,,
2015-07-02,2015-07-02,52,inactive,2,,2.375,,,,,,,,
2015-07-02,2015-07-02,48,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,51,inactive,2,,2.985,,,,,,,,
2015-07-01,2015-07-01,49,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,46,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,48,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,47,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,45,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,55,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,54,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,56,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,51,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,54,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,55,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,50,inactive,4,,1.43,,,,,,,,
2015-06-30,2015-06-30,44,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,53,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,45,inactive,2,,1.5,,,,,,,,
2015-06-30,2015-06-30,47,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,48,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,56,inactive,1,,0,,,,,,,,
2015-06-30,2015-06-30,49,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,52,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,45,inactive,5,,2.816,,,,,,,,
2015-06-29,2015-06-29,44,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,53,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,54,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,55,inactive,1,,0,,,,,,,,
2015-06-29,2015-06-29,49,inactive,1,,0,,,,,,,,
2015-06-29,2015-06-29,52,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,50,inactive,12,,2.385833333,,,,,,,,
2015-06-29,2015-06-29,48,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,46,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,52,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,45,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,53,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,54,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,56,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,55,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,47,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,48,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,51,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,49,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,50,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,44,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,52,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,50,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,48,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,47,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,44,inactive,2,,2.99,,,,,,,,
2015-06-23,2015-06-23,53,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,56,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,54,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,49,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,45,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,51,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,52,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,56,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,47,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,55,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,48,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,44,inactive,3,,1.993333333,,,,,,,,
2015-06-22,2015-06-22,45,inactive,1,,0.03,,,,,,,,
2015-06-22,2015-06-22,53,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,54,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,50,inactive,2,,1.485,,,,,,,,
2015-06-22,2015-06-22,49,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,48,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,52,inactive,5,,2.304,,,,,,,,
2015-06-21,2015-06-21,56,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,54,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,53,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,55,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,44,inactive,2,,2.78,,,,,,,,
2015-06-21,2015-06-21,47,inactive,,,,,,,,,,,
